DATE (MM/DD/YYYY);HOUR-MST;Avg Global Radiation [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C];Avg Deck Dry Bulb Temp [deg C];Avg Tower Wet Bulb Temp [deg C];Avg Tower Dew Point Temp [deg C];Avg Tower RH [%];Avg Deck RH [%];Avg Total Cloud Cover [%];Avg Opaque Cloud Cover [%];Avg Avg Wind Speed @ 6ft [m/s];Avg Avg Wind Speed @ 33ft [m/s];Avg Peak Wind Speed @ 6ft [m/s];Avg Peak Wind Speed @ 33ft [m/s];Avg Precipitation [mm];Avg Albedo (CM3);Avg Temp [deg C]
1/7/2023;3;-0.1412;1.449.649;708.202;0.9092;11.110;-20.084;-62.550;552.530;534.897;-10.000;-10.000;15.596;24.619;20.708;29.984;0.0000;0.0000;251.430
1/7/2023;4;-0.6302;1.337.498;835.357;17.378;19.649;-17.534;-69.250;494.233;475.010;-10.000;-10.000;18.880;38.112;27.042;46.903;0.0000;0.0000;251.508
1/7/2023;5;-0.1878;1.222.486;934.434;40.852;42.291;-0.7047;-76.914;389.043;374.625;-10.000;-10.000;20.597;37.381;29.433;46.067;0.0000;0.0000;251.723
1/7/2023;6;0.5544;1.108.480;1.023.020;15.302;10.919;-18.501;-68.818;513.210;527.973;-10.000;-10.000;18.313;34.839;23.775;39.827;0.0000;0.0000;251.430
1/7/2023;7;0.0011;998.193;1.110.357;-14.451;-15.856;-32.659;-60.276;678.378;679.013;-10.000;-10.000;10.098;20.871;15.858;26.128;0.0000;0.0000;251.213
1/7/2023;8;161.512;892.758;1.202.715;-0.3748;-0.6115;-27.764;-64.264;601.397;609.107;30.500;12.167;11.124;16.421;16.058;22.973;0.0000;0.3199;251.315
1/7/2023;9;1.612.522;799.699;1.305.274;33.222;30.783;-11.611;-78.944;404.105;406.007;121.000;66.167;19.176;35.570;26.708;42.786;0.0000;0.8383;251.717
1/7/2023;10;3.230.300;720.554;1.422.388;54.381;42.838;0.4212;-63.671;397.910;427.685;67.500;39.667;0.3841;0.8801;0.7125;13.207;0.0000;0.8038;252.150
1/7/2023;11;4.414.617;661.159;1.556.418;46.167;33.789;0.3466;-51.949;468.577;503.947;80.526;45.439;13.052;22.070;17.617;27.282;0.0000;0.7765;252.005
1/7/2023;12;5.061.083;627.605;1.705.360;69.692;54.898;16.301;-50.999;399.702;438.973;67.333;35.833;0.4820;11.925;10.542;16.797;0.0000;0.7532;252.220
1/7/2023;13;5.157.333;624.193;1.861.240;70.067;82.763;12.841;-62.692;359.547;323.343;54.000;25.667;17.570;23.830;23.967;32.043;0.0000;0.7317;252.230
1/7/2023;14;4.630.633;651.404;2.012.592;84.308;78.120;18.522;-69.024;308.775;315.302;83.333;41.500;11.422;18.141;16.808;24.580;0.0000;0.7174;252.267
1/7/2023;15;3.495.383;705.630;2.150.286;60.349;54.263;10.553;-53.694;416.537;432.128;90.500;39.667;14.463;26.656;19.333;30.177;0.0000;0.7048;252.182
1/7/2023;16;1.945.850;780.998;2.271.053;45.908;38.252;0.6256;-43.460;501.467;522.233;98.833;38.167;17.600;32.241;22.458;35.130;0.0000;0.6810;251.893
1/7/2023;17;366.545;870.970;2.376.529;31.201;27.764;-0.2595;-46.160;543.723;544.983;41.000;16.000;0.4976;20.404;0.8500;23.164;0.0000;0.3529;251.603
1/7/2023;18;0.1152;974.780;2.470.789;15.053;13.858;-13.054;-51.538;581.928;580.847;-10.000;-10.000;0.7236;15.160;10.800;19.440;0.0000;0.0000;251.433
1/7/2023;19;-0.2519;1.083.884;2.558.869;15.308;16.726;-16.275;-61.625;533.235;521.635;-10.000;-10.000;14.944;23.583;19.167;27.732;0.0000;0.0000;251.412
1/7/2023;20;-0.1397;1.197.267;2.646.730;15.471;16.972;-19.825;-73.358;480.275;467.305;-10.000;-10.000;14.743;24.151;20.667;29.726;0.0000;0.0000;251.388
1/7/2023;21;-0.2529;1.312.262;2.742.717;12.339;15.386;-23.603;-80.537;461.583;440.677;-10.000;-10.000;18.074;30.119;25.083;36.481;0.0000;0.0000;251.333
1/7/2023;22;-0.1806;1.425.394;2.861.860;13.195;16.402;-27.510;-97.526;396.380;375.388;-10.000;-10.000;21.152;34.986;27.792;40.663;0.0000;0.0000;251.342
1/7/2023;23;-0.1805;1.529.647;3.037.731;0.9904;15.042;-32.156;-108.839;367.637;342.613;-10.000;-10.000;18.342;30.950;23.917;35.323;0.0000;0.0000;251.343
1/8/2023;0;-0.0628;1.605.745;3.340.194;0.4232;0.7726;-34.628;-105.028;394.663;372.548;-10.000;-10.000;22.006;31.431;27.875;36.095;0.0000;0.0000;251.287
1/8/2023;1;-0.2376;1.614.917;589.575;-0.0391;0.5898;-40.410;-118.276;362.167;334.658;-10.000;-10.000;22.834;34.179;28.208;39.055;0.0000;0.0000;251.327
1/8/2023;2;-0.1887;1.550.042;508.655;0.3973;0.7486;-38.651;-121.685;340.245;319.230;-10.000;-10.000;20.855;36.160;26.500;40.856;0.0000;0.0000;251.320
1/8/2023;3;-0.3019;1.449.609;705.337;0.2827;0.8587;-41.650;-133.684;307.872;278.410;-10.000;-10.000;26.942;42.155;33.875;47.933;0.0000;0.0000;251.332
1/8/2023;4;-0.0076;1.337.571;833.084;0.4818;0.7876;-42.185;-142.335;281.857;257.708;-10.000;-10.000;23.447;36.003;30.000;41.435;0.0000;0.0000;251.378
1/8/2023;5;-0.4829;1.222.569;932.494;0.8163;13.248;-41.346;-148.629;258.360;226.383;-10.000;-10.000;35.226;52.141;45.042;60.092;0.0000;0.0000;251.353
1/8/2023;6;-0.2288;1.108.511;1.021.262;19.579;22.688;-34.521;-148.387;238.298;214.348;-10.000;-10.000;25.631;42.881;34.417;50.184;0.0000;0.0000;251.490
1/8/2023;7;-0.1456;998.125;1.108.690;17.966;20.333;-35.673;-149.923;237.930;220.512;-10.000;-10.000;19.107;31.405;24.417;38.090;0.0000;0.0000;251.478
1/8/2023;8;188.720;892.553;1.201.083;16.082;20.012;-37.709;-155.492;230.813;208.288;106.000;46.500;21.982;35.028;27.833;41.242;0.0000;0.2834;251.448
1/8/2023;9;1.039.233;799.298;1.303.654;29.682;31.774;-29.572;-154.472;212.325;192.273;687.833;466.667;19.098;29.451;24.417;34.809;0.0000;0.6911;251.687
1/8/2023;10;2.434.883;719.916;1.420.793;39.021;38.347;-21.355;-137.105;231.697;219.587;515.500;356.333;21.286;35.705;27.458;41.178;0.0000;0.7313;251.830
1/8/2023;11;4.702.800;660.251;1.554.915;88.467;87.548;0.6185;-133.564;173.392;163.725;228.667;108.667;11.776;19.447;17.475;24.901;0.0000;0.7286;252.173
1/8/2023;12;5.423.650;626.426;1.704.067;122.442;125.363;25.038;-127.907;143.355;132.248;303.684;186.842;0.6569;11.884;12.125;18.275;0.0000;0.6977;251.760
1/8/2023;13;5.559.033;622.783;1.860.274;128.042;120.138;33.526;-98.450;181.532;193.372;381.228;185.439;0.6935;12.748;11.792;17.129;0.0000;0.6725;251.670
1/8/2023;14;4.852.700;649.840;2.012.007;99.607;88.036;24.078;-76.769;260.498;274.605;198.333;96.167;13.208;26.617;18.175;30.048;0.0000;0.6572;251.940
1/8/2023;15;3.052.500;703.992;2.150.051;98.863;92.212;23.068;-79.408;256.267;245.293;402.333;257.500;0.7117;25.478;12.375;29.340;0.0000;0.6275;251.975
1/8/2023;16;1.395.067;779.349;2.271.095;87.620;85.869;18.178;-75.805;285.307;267.255;963.000;816.833;0.3733;18.532;0.7592;22.136;0.0000;0.5674;252.075
1/8/2023;17;440.535;869.312;2.376.779;81.223;81.054;10.625;-92.507;258.333;246.752;444.833;294.833;10.277;20.991;15.325;26.124;0.0000;0.3587;252.120
1/8/2023;18;-0.0245;973.166;2.471.197;72.561;74.319;0.3666;-102.017;251.495;235.348;-10.000;-10.000;31.145;63.345;41.833;73.794;0.0000;0.0000;251.955
1/8/2023;19;-0.0217;1.082.298;2.559.408;69.812;71.307;0.2246;-101.104;257.335;243.117;-10.000;-10.000;38.749;69.218;50.917;80.231;0.0000;0.0000;251.900
1/8/2023;20;-0.1809;1.195.701;2.647.389;68.368;69.202;0.4164;-89.886;286.885;275.308;-10.000;-10.000;46.787;87.699;61.042;99.141;0.0000;0.0000;251.878
1/8/2023;21;-0.0191;1.310.695;2.743.486;57.820;58.670;-0.1512;-90.143;307.883;294.820;-10.000;-10.000;30.729;59.287;39.167;64.980;0.0000;0.0000;251.798
1/8/2023;22;0.0645;1.423.797;2.862.672;42.400;44.891;-10.087;-91.370;339.482;318.945;-10.000;-10.000;20.662;52.062;28.375;57.004;0.0000;0.0000;251.673
1/8/2023;23;-0.2478;1.527.993;3.038.222;36.554;39.448;-14.215;-95.498;341.227;320.405;-10.000;-10.000;24.453;42.606;33.333;50.249;0.0000;0.0000;251.585
1/9/2023;0;-0.3340;1.604.140;3.338.926;49.870;51.594;-0.6470;-93.103;316.890;302.798;-10.000;-10.000;33.270;67.847;45.208;77.461;0.0000;0.0000;251.737
1/9/2023;1;-0.2608;1.613.834;585.673;55.234;56.878;-0.2828;-89.758;314.218;298.948;-10.000;-10.000;43.381;83.136;59.750;99.395;0.0000;0.0000;251.753
1/9/2023;2;-0.2138;1.549.607;504.804;51.464;52.510;-0.5783;-93.782;311.355;299.218;-10.000;-10.000;31.470;62.451;44.925;78.102;0.0000;0.0000;251.692
1/9/2023;3;0.1509;1.449.503;702.393;47.435;48.232;-0.6614;-88.544;335.377;324.128;-10.000;-10.000;30.075;58.480;44.292;72.377;0.0000;0.0000;251.648
1/9/2023;4;-0.1038;1.337.583;830.742;42.427;41.865;-0.9074;-87.822;350.542;346.595;-10.000;-10.000;0.9396;19.093;14.925;26.189;0.0000;0.0000;251.667
1/9/2023;5;-0.1547;1.222.595;930.494;41.233;41.499;-10.204;-89.551;347.087;341.597;-10.000;-10.000;0.9230;18.649;14.400;27.604;0.0000;0.0000;251.665
1/9/2023;6;-0.1728;1.108.484;1.019.452;38.364;38.401;-11.372;-87.721;360.078;356.618;-10.000;-10.000;0.8575;16.151;14.117;24.002;0.0000;0.0000;251.640
1/9/2023;7;-0.5667;997.996;1.106.977;53.792;55.479;-0.0133;-76.533;356.535;341.965;-10.000;-10.000;48.063;74.175;66.375;95.158;0.0000;0.0000;251.732
1/9/2023;8;281.858;892.289;1.199.412;36.443;39.247;-0.9700;-77.967;397.537;375.127;10.167;0.5333;23.589;38.703;30.958;46.518;0.0000;0.3801;251.658
1/9/2023;9;1.680.350;798.832;1.302.001;62.562;64.205;0.2530;-83.987;315.420;302.908;77.667;42.000;0.6984;20.703;13.708;27.989;0.0000;0.7520;252.022
1/9/2023;10;2.319.667;719.208;1.419.174;76.878;81.737;12.906;-74.324;311.278;292.780;375.167;258.833;10.872;21.887;17.017;29.342;0.0000;0.6577;252.092
1/9/2023;11;1.638.083;659.271;1.553.402;58.208;60.621;0.4571;-68.329;371.393;357.473;458.000;383.833;17.193;24.874;23.300;33.007;0.0000;0.6237;251.895
1/9/2023;12;2.527.083;625.174;1.702.779;74.488;75.824;12.131;-72.400;320.587;308.677;847.167;731.167;15.762;27.420;25.108;37.446;0.0000;0.6022;252.125
1/9/2023;13;1.922.883;621.304;1.859.333;83.649;85.798;16.391;-74.191;296.315;285.515;969.667;934.833;19.196;30.407;27.750;40.470;0.0000;0.5900;252.205
1/9/2023;14;2.284.650;648.214;2.011.463;76.222;74.778;15.051;-65.099;338.463;331.797;965.500;929.833;22.699;34.256;31.292;43.172;0.0000;0.5717;252.100
1/9/2023;15;3.611.167;702.301;2.149.868;87.564;85.830;21.521;-63.089;318.613;313.597;928.667;825.833;19.484;35.655;28.467;45.296;0.0000;0.5760;252.217
1/9/2023;16;2.335.150;777.654;2.271.197;99.653;103.360;28.608;-60.169;301.372;286.973;613.500;403.167;18.275;25.747;25.158;34.744;0.0000;0.5764;251.987
1/9/2023;17;449.484;867.617;2.377.091;83.775;84.134;21.080;-58.134;340.893;333.642;101.167;60.500;0.9249;22.105;13.700;27.864;0.0000;0.3525;252.058
1/9/2023;18;0.0967;971.520;2.471.671;69.973;71.056;13.344;-60.119;367.885;355.535;-10.000;-10.000;10.436;18.037;14.642;21.820;0.0000;0.0000;251.937
1/9/2023;19;-0.0466;1.080.684;2.560.019;64.116;64.845;10.378;-59.372;386.403;374.415;-10.000;-10.000;12.509;22.186;17.375;27.283;0.0000;0.0000;251.847
1/9/2023;20;-0.1417;1.194.108;2.648.127;59.954;60.850;0.8341;-58.742;400.598;388.093;-10.000;-10.000;12.077;24.509;17.600;29.599;0.0000;0.0000;251.847
1/9/2023;21;-0.0046;1.309.102;2.744.343;43.434;44.431;0.0075;-57.088;454.877;441.047;-10.000;-10.000;15.491;27.286;21.750;32.300;0.0000;0.0000;251.727
1/9/2023;22;-0.3189;1.422.171;2.863.590;47.783;46.053;0.0318;-63.432;417.313;415.865;-10.000;-10.000;19.125;33.541;25.750;38.926;0.0000;0.0000;251.717
1/9/2023;23;-0.0953;1.526.300;3.038.844;43.737;44.800;-0.1786;-63.384;430.207;416.610;-10.000;-10.000;14.471;33.844;21.967;40.277;0.0000;0.0000;251.720
1/10/2023;0;-0.0940;1.602.474;3.337.803;43.457;43.333;-0.2830;-66.294;420.202;411.288;-10.000;-10.000;10.917;19.960;17.025;25.999;0.0000;0.0000;251.722
1/10/2023;1;-0.0276;1.612.669;641.820;34.665;35.457;-0.6795;-63.826;456.500;444.493;-10.000;-10.000;14.064;23.557;18.583;28.118;0.0000;0.0000;251.613
1/10/2023;2;-0.2039;1.549.096;500.894;36.152;37.058;-0.5562;-62.462;456.760;445.443;-10.000;-10.000;12.801;20.217;16.917;24.708;0.0000;0.0000;251.623
1/10/2023;3;-0.3255;1.449.331;699.375;37.032;40.342;-0.3800;-58.283;469.527;449.797;-10.000;-10.000;16.894;24.889;21.375;29.791;0.0000;0.0000;251.658
1/10/2023;4;-0.0984;1.337.536;828.332;38.564;39.339;-0.1521;-53.671;483.738;473.047;-10.000;-10.000;14.972;22.371;20.392;28.569;0.0000;0.0000;251.655
1/10/2023;5;-0.2741;1.222.561;928.437;37.913;37.539;-0.1274;-51.774;494.275;489.070;-10.000;-10.000;21.103;34.375;29.258;41.114;0.0000;0.0000;251.640
1/10/2023;6;-0.0998;1.108.398;1.017.592;37.329;35.952;-0.1136;-50.536;501.040;498.545;-10.000;-10.000;16.190;29.733;22.042;35.838;0.0000;0.0000;251.595
1/10/2023;7;-0.2241;997.807;1.105.221;31.872;33.072;-0.3798;-50.129;522.993;510.423;-10.000;-10.000;19.270;31.190;25.292;37.639;0.0000;0.0000;251.603
1/10/2023;8;151.128;891.964;1.197.703;36.861;40.245;-0.0770;-48.820;511.067;491.470;0.3833;-0.1667;19.780;33.515;26.342;40.084;0.0000;0.3070;251.647
1/10/2023;9;1.964.682;798.300;1.300.316;74.088;72.729;20.625;-43.770;412.178;408.838;437.167;222.333;14.645;25.188;22.317;33.396;0.0000;0.6860;252.160
1/10/2023;10;3.526.367;718.431;1.417.533;94.243;92.612;33.241;-37.035;380.390;373.603;293.333;110.500;16.667;26.052;24.050;36.288;0.0000;0.6238;252.135
1/10/2023;11;4.364.900;658.220;1.551.878;125.832;124.655;48.407;-37.408;307.078;296.960;118.070;60.175;35.082;60.284;51.375;80.869;0.0000;0.5751;251.892
1/10/2023;12;5.130.883;623.850;1.701.498;128.917;128.038;51.628;-32.163;314.283;303.867;69.500;40.500;57.586;87.528;78.208;109.498;0.0000;0.5262;251.893
1/10/2023;13;5.219.967;619.757;1.858.417;132.062;131.935;48.624;-45.969;274.025;261.383;56.167;29.167;65.105;99.228;86.375;125.002;0.0000;0.4684;251.932
1/10/2023;14;4.721.250;646.526;2.010.961;129.615;128.690;46.855;-47.838;274.558;265.072;84.000;43.333;54.483;84.128;74.917;104.231;0.0000;0.4153;251.915
1/10/2023;15;3.657.383;700.555;2.149.739;113.478;112.732;40.217;-44.244;314.133;303.678;84.167;39.833;84.018;123.166;110.917;153.625;0.0000;0.3745;251.942
1/10/2023;16;2.071.810;775.915;2.271.358;110.382;111.022;34.317;-58.128;284.548;271.597;89.833;40.000;104.032;158.913;134.375;200.792;0.0000;0.3495;251.962
1/10/2023;17;380.336;865.886;2.377.467;100.552;102.300;28.376;-61.829;294.320;279.373;41.833;18.333;87.980;139.953;119.125;171.968;0.0000;0.1776;252.095
1/10/2023;18;0.0721;969.843;2.472.212;96.253;98.012;25.300;-64.663;295.508;282.125;-10.000;-10.000;73.499;118.025;100.708;152.728;0.0000;0.0000;252.097
1/10/2023;19;0.1040;1.079.044;2.560.700;92.240;93.132;23.648;-63.463;306.772;297.067;-10.000;-10.000;24.667;51.600;40.600;71.927;0.0000;0.0000;252.077
1/10/2023;20;0.0102;1.192.491;2.648.942;83.579;82.906;20.213;-60.017;335.330;331.430;-10.000;-10.000;0.9189;17.209;16.558;25.353;0.0000;0.0000;251.993
1/10/2023;21;-0.0189;1.307.485;2.745.288;71.361;73.397;12.997;-63.068;354.925;341.563;-10.000;-10.000;11.385;25.719;16.383;33.394;0.0000;0.0000;251.897
1/10/2023;22;-0.2661;1.420.517;2.864.612;63.347;63.194;0.8431;-63.969;372.598;365.985;-10.000;-10.000;16.658;28.903;22.958;34.681;0.0000;0.0000;251.833
1/10/2023;23;0.0997;1.524.569;3.039.594;54.796;54.708;0.4695;-61.306;404.648;398.247;-10.000;-10.000;0.5889;17.678;0.9533;23.617;0.0000;0.0000;251.837
1/11/2023;0;-0.1943;1.600.749;3.336.824;48.851;47.186;0.3514;-55.236;446.583;447.357;-10.000;-10.000;21.132;35.871;27.525;41.571;0.0000;0.0000;251.732
1/11/2023;1;-0.0048;1.611.425;638.023;35.699;35.196;0.3546;-35.287;578.055;571.367;-10.000;-10.000;37.214;72.135;49.542;83.966;0.0000;0.0000;251.580
1/11/2023;2;-0.2100;1.548.508;496.931;32.782;31.682;0.2695;-33.271;598.812;597.450;-10.000;-10.000;29.288;58.046;39.042;68.325;0.0000;0.0000;251.580
1/11/2023;3;0.1015;1.449.092;696.286;24.489;22.373;-0.0833;-31.083;647.888;654.852;-10.000;-10.000;29.165;56.526;40.333;68.004;0.0000;0.0000;251.473
1/11/2023;4;0.0784;1.337.426;825.859;0.8178;0.7009;-0.8905;-29.705;735.910;735.115;-10.000;-10.000;18.208;46.078;27.967;56.103;0.0000;0.0000;251.297
1/11/2023;5;-0.1987;1.222.468;926.324;0.2760;0.1977;-11.807;-29.540;766.355;763.665;-10.000;-10.000;0.7784;29.720;13.458;36.867;0.0000;0.0000;251.362
1/11/2023;6;-0.1948;1.108.254;1.015.683;0.5099;0.3789;-0.8627;-25.209;781.373;779.502;-10.000;-10.000;0.5995;24.215;11.742;30.434;0.0000;0.0000;251.375
1/11/2023;7;-0.1643;997.558;1.103.421;0.5569;0.4338;-0.7606;-23.223;791.840;790.057;-10.000;-10.000;0.9406;34.283;16.600;41.564;0.0000;0.0000;251.342
1/11/2023;8;26.873;891.578;1.195.957;0.4162;0.3414;-0.3432;-11.978;880.083;896.500;68.167;22.667;25.604;63.212;37.833;75.210;0.0000;0.0749;251.337
1/11/2023;9;256.740;797.702;1.298.601;-0.2047;-0.3111;-0.3987;-0.6020;967.900;1.000.000;917.167;741.500;27.052;54.098;37.458;63.887;0.0000;0.4083;251.247
1/11/2023;10;342.342;717.586;1.415.870;-0.3631;-0.4617;-0.5202;-0.6769;974.400;1.000.000;971.000;925.833;0.8725;23.037;14.125;30.884;0.0000;0.4108;251.375
1/11/2023;11;660.873;657.098;1.550.346;-0.2550;-0.3403;-0.3684;-0.5217;978.250;1.000.000;978.667;946.833;29.143;53.961;39.267;65.109;0.0000;0.3421;251.340
1/11/2023;12;885.658;622.455;1.700.225;-0.4861;-0.5542;-0.4923;-0.4923;999.483;1.000.000;984.667;955.167;35.375;65.064;48.000;78.496;0.0000;0.2790;251.300
1/11/2023;13;2.167.617;618.142;1.857.528;0.3070;0.0511;0.1493;-0.0307;976.067;997.117;991.000;969.667;27.029;51.154;36.917;62.217;0.0000;0.2306;251.460
1/11/2023;14;3.466.683;644.776;2.010.502;13.201;11.343;0.7261;0.0361;911.033;949.900;995.741;969.259;28.827;46.671;38.000;54.366;0.0000;0.2162;251.583
1/11/2023;15;1.581.333;698.757;2.149.664;0.5720;0.5741;0.2193;-0.1791;945.467;985.600;983.333;972.807;29.598;42.078;38.542;50.377;0.0000;0.1980;251.487
1/11/2023;16;869.803;774.131;2.271.579;0.0179;0.0047;-0.1227;-0.2503;978.800;1.000.000;970.833;919.333;20.086;24.004;27.125;31.463;0.0000;0.1931;251.422
1/11/2023;17;141.329;864.121;2.377.907;-0.5849;-0.5642;-0.6384;-0.6950;990.933;1.000.000;398.000;198.667;14.983;13.555;21.542;22.073;0.0000;0.1448;251.367
1/11/2023;18;0.1803;968.135;2.472.820;-0.9508;-0.9269;-0.9570;-0.9570;999.483;1.000.000;-10.000;-10.000;13.454;18.950;20.375;25.416;0.0000;0.0000;251.283
1/11/2023;19;-0.1564;1.077.377;2.561.452;-10.546;-0.9540;-10.722;-10.722;998.533;1.000.000;-10.000;-10.000;0.9320;0.9068;14.517;16.220;0.0000;0.0000;251.315
1/11/2023;20;-0.0724;1.190.849;2.649.834;-11.266;-0.8647;-11.715;-12.082;993.233;1.000.000;-10.000;-10.000;0.7673;11.310;12.808;19.312;0.0000;0.0000;251.350
1/11/2023;21;-0.0587;1.305.843;2.746.320;-14.423;-13.288;-14.981;-15.981;987.100;1.000.000;-10.000;-10.000;0.2615;0.4794;0.5092;0.9743;0.0000;0.0000;251.318
1/11/2023;22;-0.1152;1.418.835;2.865.738;-14.146;-14.161;-15.441;-16.925;977.117;1.000.000;-10.000;-10.000;0.0000;0.1597;0.0000;0.4990;0.0000;0.0000;251.315
1/11/2023;23;-0.1846;1.522.799;3.040.471;-12.767;-12.885;-15.420;-18.504;953.383;995.783;-10.000;-10.000;0.0000;0.1729;0.0000;0.3519;0.0000;0.0000;251.408
1/12/2023;0;-0.0208;1.598.966;3.335.989;-11.032;-13.301;-19.449;-30.515;850.017;874.133;-10.000;-10.000;0.1888;0.3868;0.3808;0.6668;0.0000;0.0000;251.228
1/12/2023;1;-0.0933;1.610.100;634.289;-20.282;-21.235;-28.213;-39.313;852.183;863.483;-10.000;-10.000;0.8972;10.236;13.458;15.774;0.0000;0.0000;251.107
1/12/2023;2;-0.0766;1.547.843;492.923;-30.314;-31.257;-34.616;-40.815;915.550;974.833;-10.000;-10.000;0.2220;0.5772;0.3525;0.8775;0.0000;0.0000;251.047
1/12/2023;3;-0.1397;1.448.785;693.128;-31.397;-33.542;-35.073;-40.489;926.067;987.167;-10.000;-10.000;0.7308;13.199;11.033;16.295;0.0000;0.0000;251.012
1/12/2023;4;-0.1064;1.337.255;823.322;-33.978;-35.629;-37.429;-42.279;932.050;991.550;-10.000;-10.000;0.2439;0.5159;0.4400;0.8201;0.0000;0.0000;251.028
1/12/2023;5;-0.1558;1.222.316;924.156;-31.019;-31.217;-37.221;-46.337;878.167;885.467;-10.000;-10.000;0.4998;16.940;11.358;24.392;0.0000;0.0000;250.998
1/12/2023;6;-0.3026;1.108.049;1.013.726;-18.828;-19.422;-32.588;-53.022;752.297;752.853;-10.000;-10.000;0.3550;11.421;0.9125;18.344;0.0000;0.0000;251.040
1/12/2023;7;-0.4613;997.248;1.101.580;-0.0407;-0.3802;-32.458;-86.942;487.990;506.213;-10.000;-10.000;0.6579;0.5854;12.258;12.053;0.0000;0.0000;251.233
1/12/2023;8;354.334;891.046;1.194.174;16.521;16.641;-27.437;-105.054;360.707;354.152;22.833;12.333;19.556;28.112;29.808;40.151;0.0000;0.1844;251.438
1/12/2023;9;1.695.000;797.038;1.296.855;30.517;28.272;-19.606;-105.606;325.370;322.037;103.167;51.500;13.545;30.650;23.067;40.535;0.0000;0.3490;251.672
1/12/2023;10;3.392.133;716.671;1.414.186;43.032;43.812;-0.7505;-84.339;361.652;356.137;103.500;53.333;13.079;20.961;19.600;27.862;0.0000;0.2687;251.875
1/12/2023;11;4.602.217;655.904;1.548.804;59.516;65.697;0.4204;-73.576;353.198;324.187;130.167;62.667;15.176;22.528;21.483;29.598;0.0000;0.2430;252.120
1/12/2023;12;5.233.200;620.990;1.698.960;67.050;85.789;0.6256;-80.394;314.802;270.672;136.000;60.000;16.164;19.933;24.508;28.891;0.0000;0.2316;252.152
1/12/2023;13;5.320.317;616.459;1.856.665;74.195;82.013;0.8779;-85.354;286.758;259.148;119.500;55.833;19.218;29.651;28.125;39.183;0.0000;0.2258;252.010
1/12/2023;14;4.749.733;642.967;2.010.085;78.723;90.288;12.107;-82.093;286.127;255.027;166.167;76.500;22.662;34.693;31.417;43.944;0.0000;0.2275;251.992
1/12/2023;15;3.683.083;696.908;2.149.643;82.652;85.228;14.059;-82.257;277.973;259.417;158.333;75.167;18.160;37.989;29.625;48.769;0.0000;0.2368;252.008
1/12/2023;16;2.157.783;772.305;2.271.861;80.885;83.336;11.056;-90.942;261.043;245.760;106.667;45.000;13.562;32.130;22.917;41.371;0.0000;0.2575;251.980
1/12/2023;17;410.221;862.321;2.378.411;66.063;67.216;0.1877;-96.123;279.813;274.832;55.333;30.500;0.7615;16.891;11.675;20.923;0.0000;0.1013;251.925
1/12/2023;18;0.3322;966.397;2.473.494;45.520;46.346;-0.7404;-88.688;340.072;328.552;-10.000;-10.000;11.596;19.972;15.592;24.451;0.0000;0.0000;251.693
1/12/2023;19;0.1155;1.075.685;2.562.274;35.853;29.193;-11.603;-84.936;382.380;411.683;-10.000;-10.000;0.8439;17.891;13.092;21.370;0.0000;0.0000;251.582
1/12/2023;20;0.0997;1.189.185;2.650.802;18.486;14.325;-13.415;-58.398;535.142;549.918;-10.000;-10.000;0.4574;0.7522;0.7742;10.321;0.0000;0.0000;251.465
1/12/2023;21;-0.2038;1.304.177;2.747.437;11.885;0.7607;-17.839;-60.839;550.182;569.032;-10.000;-10.000;0.8880;15.898;12.842;20.463;0.0000;0.0000;251.408
1/12/2023;22;0.0128;1.417.125;2.866.964;-0.2527;-0.6924;-25.504;-59.521;618.697;638.527;-10.000;-10.000;0.7743;16.935;10.375;19.885;0.0000;0.0000;251.320
1/12/2023;23;-0.2816;1.520.993;3.041.472;0.0578;-0.0886;-25.470;-65.020;576.142;576.615;-10.000;-10.000;0.4328;16.722;0.6308;21.431;0.0000;0.0000;251.348
1/13/2023;0;-0.0575;1.597.125;3.335.295;-0.2153;-0.3493;-28.474;-69.624;565.473;572.192;-10.000;-10.000;0.4930;11.286;0.9225;16.992;0.0000;0.0000;251.358
1/13/2023;1;-0.0228;1.608.697;690.621;-0.6383;-14.127;-31.925;-72.758;569.177;603.775;-10.000;-10.000;0.2518;0.3693;0.4967;0.6147;0.0000;0.0000;251.332
1/13/2023;2;-0.2286;1.547.099;488.873;-0.5052;-0.8611;-31.578;-74.095;556.632;570.183;-10.000;-10.000;0.5287;0.6539;0.8800;10.706;0.0000;0.0000;251.330
1/13/2023;3;-0.6613;1.448.410;689.906;19.153;10.666;-18.361;-75.177;461.617;493.512;-10.000;-10.000;0.8969;10.678;13.208;15.004;0.0000;0.0000;251.493
1/13/2023;4;-0.4207;1.337.021;820.725;24.160;26.859;-14.362;-70.977;462.168;455.330;-10.000;-10.000;0.5390;13.560;0.9117;20.402;0.0000;0.0000;251.562
