DATE (MM/DD/YYYY);HOUR-MST;Avg Global Radiation [W/m^2];Avg Zenith Angle [degrees];Avg Azimuth Angle [degrees];Avg Tower Dry Bulb Temp [deg C];Avg Deck Dry Bulb Temp [deg C];Avg Tower Wet Bulb Temp [deg C];Avg Tower Dew Point Temp [deg C];Avg Tower RH [%];Avg Deck RH [%];Avg Total Cloud Cover [%];Avg Opaque Cloud Cover [%];Avg Avg Wind Speed @ 6ft [m/s];Avg Avg Wind Speed @ 33ft [m/s];Avg Peak Wind Speed @ 6ft [m/s];Avg Peak Wind Speed @ 33ft [m/s];Avg Precipitation [mm];Avg Albedo (CM3);Avg Temp [deg C]
6/21/2023;19;177.776;801.806;2.925.135;216.198;219.787;170.168;148.093;659.070;655.833;833.860;644.561;20.868;43.613;31.392;52.883;0.0000;0.0194;251.237
6/21/2023;20;0.7283;903.649;3.017.335;164.167;164.410;154.457;149.497;912.117;879.567;118.333;103.500;18.114;34.584;27.525;44.394;0.0423;0.0000;252.042
6/21/2023;21;-0.0028;997.260;3.119.983;149.565;146.197;149.355;149.245;997.967;975.767;-10.000;-10.000;14.662;32.168;22.517;41.180;0.2963;0.0000;252.073
6/21/2023;22;-0.0859;1.074.573;3.237.093;147.478;145.437;147.478;147.478;1.000.000;999.667;-10.000;-10.000;15.274;26.160;22.133;34.624;0.0804;0.0000;252.067
6/21/2023;23;0.0914;1.131.544;3.370.559;139.975;139.220;139.975;139.975;1.000.000;1.000.000;-10.000;-10.000;19.251;25.238;25.958;34.554;0.1863;0.0000;252.088
6/22/2023;0;-0.0136;1.162.515;3.517.914;133.543;131.703;133.543;133.543;1.000.000;1.000.000;-10.000;-10.000;0.8465;14.458;14.442;23.616;0.0169;0.0000;252.097
6/22/2023;1;-0.0286;1.163.622;191.112;133.865;131.543;133.731;133.656;998.650;961.167;-10.000;-10.000;10.390;26.547;18.883;36.867;0.0085;0.0000;252.157
6/22/2023;2;-0.1208;1.134.713;219.220;136.730;135.743;135.418;134.609;986.433;916.233;-10.000;-10.000;11.083;25.426;18.508;34.680;0.0042;0.0000;252.235
6/22/2023;3;-0.0092;1.079.439;353.839;135.727;137.992;131.833;129.405;959.867;873.133;-10.000;-10.000;0.5678;27.386;13.883;39.183;0.0000;0.0000;252.218
6/22/2023;4;-0.0111;1.003.400;472.107;133.148;135.140;125.510;120.888;923.767;860.467;-10.000;-10.000;0.9659;26.871;17.267;37.189;0.0000;0.0000;252.210
6/22/2023;5;32.270;910.865;575.682;132.798;135.452;116.463;106.162;839.150;812.823;-0.4500;-0.7333;11.903;30.462;19.625;40.148;0.0000;0.0286;252.248
6/22/2023;6;636.707;809.400;668.483;136.957;139.763;115.426;101.518;793.715;769.818;253.833;132.000;15.714;29.836;23.192;36.867;0.0000;0.1752;252.212
6/22/2023;7;3.052.200;700.941;755.376;156.942;160.963;122.778;101.486;696.250;665.533;148.000;77.333;0.5695;28.506;14.017;41.113;0.0000;0.2153;251.705
6/22/2023;8;5.014.517;587.799;842.210;187.460;188.725;136.365;106.161;592.828;565.443;153.667;91.667;0.5867;29.278;15.267;39.762;0.0000;0.1879;251.150
6/22/2023;9;6.830.717;472.844;937.380;205.853;213.622;150.336;120.021;578.890;536.085;171.667;93.333;21.292;38.445;32.917;52.372;0.0000;0.1727;254.493
6/22/2023;10;8.345.217;359.525;1.056.524;217.370;225.293;155.370;122.152;547.002;507.657;111.833;52.500;26.849;47.358;39.583;64.402;0.0000;0.1581;254.385
6/22/2023;11;9.459.667;254.963;1.236.370;230.605;249.468;162.189;126.814;520.500;451.413;77.667;35.500;31.188;42.173;44.167;61.829;0.0000;0.1471;254.417
6/22/2023;12;9.585.217;179.937;1.557.421;243.890;262.737;168.635;130.810;493.288;423.033;352.667;232.833;27.551;40.087;40.750;56.039;0.0000;0.1403;254.568
6/22/2023;13;3.092.107;176.651;2.010.538;231.235;237.080;159.530;121.711;501.917;478.497;864.333;801.000;34.005;46.988;46.667;64.789;0.0000;0.1573;252.537
6/22/2023;14;134.465;247.830;2.345.517;193.607;192.627;165.795;151.562;785.427;786.990;870.667;723.333;56.885;75.558;76.675;100.686;0.1228;0.0547;251.600
6/22/2023;15;862.537;351.173;2.532.660;158.380;155.645;155.971;154.651;977.338;962.060;913.333;780.833;32.348;73.037;48.417;91.680;0.5376;0.0824;252.068
6/22/2023;16;4.833.400;464.163;2.654.689;184.700;183.457;173.284;168.014;903.968;869.333;945.833;899.500;20.464;45.631;32.625;58.741;0.0000;0.1373;251.502
6/22/2023;17;1.542.082;579.139;2.750.979;184.585;184.098;161.771;150.491;805.630;811.825;971.000;927.333;13.900;36.997;24.292;46.196;0.0000;0.1245;251.628
6/22/2023;18;481.482;692.520;2.838.099;179.758;178.488;154.840;142.081;786.330;802.863;953.667;901.667;10.583;38.888;19.717;47.997;0.0000;0.0902;251.683
6/22/2023;19;831.830;801.463;2.924.762;182.735;182.402;156.948;143.926;781.055;796.033;853.333;782.833;0.7515;23.104;13.200;28.118;0.0000;0.1630;251.570
6/22/2023;20;46.642;903.352;3.016.935;175.542;174.457;160.031;152.233;864.745;847.843;155.667;140.000;0.7353;28.324;12.917;32.943;0.0085;0.0361;251.758
6/22/2023;21;-0.0529;997.004;3.119.541;167.163;166.235;160.557;157.237;939.933;890.600;-10.000;-10.000;0.2655;0.8172;0.5408;11.224;0.0000;0.0000;251.933
6/22/2023;22;0.0324;1.074.389;3.236.600;163.802;164.135;156.226;152.195;930.605;873.435;-10.000;-10.000;0.2590;0.7597;0.5442;14.365;0.0000;0.0000;251.930
6/22/2023;23;-0.0631;1.131.452;3.370.019;158.588;158.768;143.594;135.350;862.675;838.845;-10.000;-10.000;0.8619;12.696;12.892;16.940;0.0000;0.0000;251.963
6/23/2023;0;-0.0391;1.162.534;3.517.351;152.323;152.073;132.362;120.904;815.357;822.140;-10.000;-10.000;19.681;43.481;26.800;51.278;0.0000;0.0000;252.013
6/23/2023;1;-0.1057;1.163.755;190.568;146.447;146.048;126.040;113.723;807.430;820.678;-10.000;-10.000;18.973;41.806;25.958;47.933;0.0000;0.0000;252.025
6/23/2023;2;-0.0911;1.134.949;218.732;139.658;138.642;125.357;116.787;861.387;857.300;-10.000;-10.000;17.990;38.253;24.550;43.622;0.0000;0.0000;252.082
6/23/2023;3;-0.2985;1.079.757;353.424;143.985;144.115;130.808;123.216;873.550;851.383;-10.000;-10.000;17.004;34.035;22.708;39.376;0.0000;0.0000;252.053
6/23/2023;4;0.0717;1.003.778;471.763;143.435;143.110;123.486;111.281;810.395;818.327;-10.000;-10.000;17.812;42.561;25.125;47.997;0.0000;0.0000;252.018
6/23/2023;5;64.823;911.269;575.394;136.987;136.468;111.812;95.314;759.233;775.790;-0.2500;-0.5333;21.021;38.692;27.333;44.137;0.0000;0.0363;252.075
6/23/2023;6;783.475;809.841;668.235;135.087;135.207;108.863;91.318;748.243;759.923;457.167;302.000;17.895;35.331;24.250;41.242;0.0000;0.1795;252.093
6/23/2023;7;3.045.600;701.403;755.150;152.325;154.303;115.704;91.824;672.240;671.503;141.000;87.000;14.340;24.372;20.250;29.147;0.0000;0.2248;251.560
6/23/2023;8;5.108.533;588.271;841.986;182.173;189.467;137.606;111.731;634.908;595.332;150.667;93.500;0.6840;0.8891;11.825;15.393;0.0000;0.1910;251.577
6/23/2023;9;6.824.300;473.318;937.125;189.875;203.698;149.398;127.666;671.997;602.877;338.167;231.000;14.363;19.388;21.567;28.182;0.0000;0.1840;250.392
6/23/2023;10;8.724.150;359.990;1.056.165;201.953;205.532;157.529;134.694;652.892;617.200;314.167;189.833;13.503;22.933;22.550;32.364;0.0000;0.1566;254.390
6/23/2023;11;9.133.833;255.388;1.235.704;210.917;212.478;163.010;139.059;635.648;606.825;147.333;79.833;12.641;22.806;21.958;32.814;0.0000;0.1410;254.373
6/23/2023;12;9.977.167;180.210;1.556.034;220.117;221.530;169.086;144.440;622.232;597.638;233.333;66.500;15.722;30.808;25.758;40.534;0.0000;0.1333;254.443
6/23/2023;13;10.065.000;176.615;2.008.874;231.947;234.062;175.435;148.972;596.158;571.303;253.000;82.833;20.528;35.896;31.250;47.225;0.0000;0.1327;254.502
6/23/2023;14;9.485.900;247.580;2.344.438;241.348;241.413;180.258;152.353;575.790;556.217;254.167;138.167;21.135;40.725;32.083;51.728;0.0000;0.1403;254.468
6/23/2023;15;7.733.633;350.848;2.531.965;245.242;243.767;179.981;149.901;553.805;546.697;502.333;349.333;20.204;44.019;31.417;55.074;0.0000;0.1536;254.458
6/23/2023;16;6.788.833;463.817;2.654.164;247.623;245.117;181.442;151.202;550.433;557.137;529.000;336.500;19.807;50.225;31.333;62.922;0.0000;0.1658;254.400
6/23/2023;17;4.906.683;578.795;2.750.528;244.157;240.445;179.224;149.184;554.697;569.080;312.000;177.000;16.370;57.165;29.958;69.677;0.0000;0.1856;254.333
6/23/2023;18;1.921.213;692.192;2.837.675;235.400;234.967;175.198;146.905;576.502;589.538;452.333;267.000;12.281;36.775;20.833;45.166;0.0000;0.1691;251.123
6/23/2023;19;1.189.905;801.165;2.924.337;236.508;238.558;175.347;146.641;571.335;573.247;223.167;126.667;0.5999;26.950;12.350;32.493;0.0000;0.1608;250.895
6/23/2023;20;106.047;903.104;3.016.489;216.463;217.348;168.176;144.863;638.777;646.560;0.8000;0.1167;0.5356;19.202;0.9042;22.653;0.0000;0.0102;251.003
6/23/2023;21;-0.0759;996.803;3.119.058;202.973;204.098;163.078;143.364;686.457;691.245;-10.000;-10.000;10.893;23.536;15.025;27.480;0.0000;0.0000;251.340
6/23/2023;22;-0.1395;1.074.266;3.236.074;195.113;196.147;114.546;51.763;408.088;407.348;-10.000;-10.000;28.493;52.039;37.917;60.671;0.0000;0.0000;251.618
6/23/2023;23;-0.0807;1.131.427;3.369.458;187.147;189.068;83.265;-16.729;246.752;245.248;-10.000;-10.000;28.895;55.485;38.208;63.115;0.0000;0.0000;251.732
6/24/2023;0;-0.0476;1.162.621;3.516.783;178.242;179.812;73.747;-34.053;225.305;225.540;-10.000;-10.000;28.836;48.964;37.208;55.267;0.0000;0.0000;251.803
6/24/2023;1;-0.1150;1.163.956;250.035;168.882;168.878;66.092;-45.702;216.947;223.758;-10.000;-10.000;29.904;62.453;40.333;69.291;0.0000;0.0000;251.858
6/24/2023;2;-0.0544;1.135.250;218.271;160.628;160.415;58.389;-59.581;202.650;209.767;-10.000;-10.000;25.565;53.158;34.333;59.770;0.0000;0.0000;251.922
6/24/2023;3;-0.1051;1.080.134;353.048;156.107;153.542;54.081;-67.819;194.182;209.193;-10.000;-10.000;29.228;46.254;36.750;54.044;0.0000;0.0000;251.970
6/24/2023;4;-0.0932;1.004.208;471.464;145.533;145.208;49.285;-66.958;209.517;216.108;-10.000;-10.000;13.696;32.182;20.808;38.476;0.0000;0.0000;251.975
6/24/2023;5;101.498;911.717;575.158;138.673;138.457;46.755;-65.060;224.360;231.745;-0.7500;-0.8000;17.619;31.974;23.417;37.253;0.0000;0.0833;251.978
6/24/2023;6;1.303.038;810.322;668.043;136.422;138.907;50.167;-49.215;259.567;262.300;62.500;36.833;17.062;30.612;23.208;35.516;0.0000;0.3150;251.972
6/24/2023;7;3.316.033;701.902;754.987;150.615;153.815;68.148;-15.635;317.367;313.782;108.833;59.833;13.926;24.723;19.883;31.206;0.0000;0.2330;251.497
6/24/2023;8;5.338.500;588.777;841.832;194.175;204.708;87.323;-14.376;242.325;216.653;145.965;84.035;0.8133;16.354;14.842;23.682;0.0000;0.2020;252.677
6/24/2023;9;7.198.150;473.827;936.951;215.558;229.355;102.564;0.4184;247.002;208.840;161.333;86.667;16.754;26.478;26.542;37.318;0.0000;0.1809;254.385
6/24/2023;10;8.724.833;360.493;1.055.904;222.992;238.620;106.764;0.8242;241.237;200.695;118.500;56.667;27.821;40.547;38.042;52.822;0.0000;0.1635;254.213
6/24/2023;11;9.867.833;255.860;1.235.157;242.068;252.638;112.434;0.3202;207.087;163.788;90.000;45.000;16.434;23.777;25.833;32.364;0.0000;0.1483;254.430
6/24/2023;12;10.455.333;180.547;1.554.736;254.083;267.825;119.050;0.9148;201.822;154.352;193.000;82.167;11.724;18.419;20.142;26.768;0.0000;0.1389;254.725
6/24/2023;13;10.419.167;176.645;2.007.157;266.077;278.868;120.647;0.0214;176.668;137.598;212.333;92.500;10.667;20.430;19.433;29.598;0.0000;0.1364;254.867
6/24/2023;14;9.840.000;247.384;2.343.252;268.230;279.153;122.144;0.2364;177.342;145.750;161.500;75.500;16.901;29.120;26.517;39.762;0.0000;0.1456;254.842
6/24/2023;15;8.769.667;350.568;2.531.176;279.037;289.758;126.412;0.3558;166.937;136.430;148.500;42.500;0.6817;20.482;15.867;30.370;0.0000;0.1549;255.513
6/24/2023;16;7.255.417;463.513;2.653.561;277.038;286.842;124.821;0.0904;165.440;139.287;176.833;64.000;12.749;32.988;23.750;45.810;0.0000;0.1729;255.162
6/24/2023;17;5.313.467;578.492;2.750.011;268.345;271.438;120.144;-0.3529;168.120;153.307;172.667;80.667;17.164;52.552;31.625;68.136;0.0000;0.1913;254.653
6/24/2023;18;3.284.417;691.908;2.837.193;256.265;261.310;117.581;0.2341;188.870;178.073;144.333;77.167;21.499;52.814;36.167;69.422;0.0000;0.2127;254.312
6/24/2023;19;1.430.113;800.914;2.923.861;241.487;248.010;117.096;17.446;231.208;218.947;321.500;191.167;0.7848;35.411;18.050;46.324;0.0000;0.1879;254.298
6/24/2023;20;123.872;902.904;3.015.996;224.693;226.997;117.155;34.783;289.792;293.030;32.000;11.167;0.2032;12.673;0.5433;18.726;0.0000;0.0064;251.060
6/24/2023;21;0.1856;996.659;3.118.535;197.628;198.347;115.872;56.104;401.403;406.572;-10.000;-10.000;26.774;42.766;36.708;56.427;0.0000;0.0000;251.412
6/24/2023;22;0.1068;1.074.204;3.235.516;175.832;179.028;117.822;78.630;529.007;528.955;-10.000;-10.000;13.729;27.438;20.550;35.452;0.0000;0.0000;251.698
6/24/2023;23;-0.0434;1.131.467;3.368.876;162.128;161.950;116.084;85.307;603.675;622.398;-10.000;-10.000;18.019;30.768;25.208;37.382;0.0000;0.0000;251.808
6/25/2023;0;0.0314;1.162.776;3.516.210;149.673;153.788;111.480;85.577;654.938;648.912;-10.000;-10.000;13.950;26.016;19.208;31.463;0.0000;0.0000;251.888
6/25/2023;1;-0.0515;1.164.224;249.514;142.395;146.498;108.898;86.075;688.655;680.313;-10.000;-10.000;10.590;21.307;15.500;26.960;0.0000;0.0000;251.895
6/25/2023;2;0.0162;1.135.613;217.837;135.790;140.042;106.192;85.902;717.945;709.650;-10.000;-10.000;0.5360;18.529;0.8683;22.521;0.0000;0.0000;251.950
6/25/2023;3;0.0327;1.080.568;352.710;131.827;130.358;104.951;86.379;739.135;763.947;-10.000;-10.000;0.0615;0.0294;0.1408;0.1214;0.0000;0.0000;251.945
6/25/2023;4;-0.2892;1.004.690;471.212;126.778;126.432;100.246;81.419;738.635;756.415;-10.000;-10.000;0.5821;14.055;10.275;16.409;0.0000;0.0000;251.978
6/25/2023;5;85.203;912.209;574.973;121.292;118.770;97.915;81.128;764.452;793.807;-0.8333;-0.8667;0.2820;0.2510;0.4908;0.5311;0.0000;0.0753;252.110
6/25/2023;6;1.172.140;810.844;667.908;120.803;121.883;98.672;82.965;776.525;786.298;78.333;47.333;0.6693;14.760;11.658;18.862;0.0000;0.3000;252.085
6/25/2023;7;3.064.967;702.437;754.885;143.747;152.963;110.559;88.294;693.155;657.140;128.667;75.167;0.2940;0.4209;0.7350;0.7881;0.0000;0.2258;251.488
6/25/2023;8;5.076.467;589.318;841.748;163.623;166.075;121.444;94.460;636.402;614.043;150.333;88.833;0.7798;14.143;15.542;20.722;0.0000;0.2011;250.827
6/25/2023;9;6.892.100;474.370;936.859;175.473;176.038;126.863;96.348;597.727;586.635;167.833;93.333;0.8321;20.496;17.467;28.890;0.0000;0.1813;250.483
6/25/2023;10;8.405.467;361.033;1.055.744;184.362;183.757;129.562;95.462;561.827;556.245;106.500;50.833;0.9699;23.199;19.625;33.072;0.0000;0.1623;249.902
6/25/2023;11;9.506.833;256.378;1.234.730;198.708;201.820;136.454;98.759;525.392;503.770;68.000;32.667;0.9525;21.424;19.358;30.950;0.0000;0.1497;253.703
6/25/2023;12;10.101.667;180.946;1.553.530;215.468;212.575;144.138;102.291;485.193;477.805;154.500;52.833;10.539;27.186;20.717;37.575;0.0000;0.1414;254.235
6/25/2023;13;10.152.000;176.743;2.005.394;227.902;224.642;149.710;105.043;458.262;448.988;177.000;65.833;13.268;26.613;23.625;36.996;0.0000;0.1415;254.420
6/25/2023;14;9.654.167;247.242;2.341.962;240.577;241.352;156.269;109.676;437.727;420.993;185.833;106.167;15.647;36.354;28.250;47.740;0.0000;0.1487;254.435
6/25/2023;15;8.558.383;350.333;2.530.296;248.278;247.548;159.886;111.787;423.967;412.023;204.737;98.070;15.766;36.989;27.583;48.577;0.0000;0.1605;254.468
6/25/2023;16;7.077.333;463.250;2.652.882;252.058;250.898;161.093;111.769;414.413;410.925;315.000;183.833;14.366;36.430;25.425;47.418;0.0000;0.1753;254.442
6/25/2023;17;5.099.283;578.232;2.749.429;253.592;252.395;164.072;116.665;424.343;429.373;201.167;103.000;13.954;40.022;24.625;49.734;0.0000;0.1925;254.300
6/25/2023;18;3.136.333;691.667;2.836.655;247.587;245.375;163.270;118.740;445.585;454.707;157.667;90.500;13.620;39.348;23.625;48.383;0.0000;0.2073;254.315
6/25/2023;19;967.443;800.710;2.923.333;232.338;233.262;156.830;115.891;479.445;483.458;370.167;203.667;0.9792;25.979;17.708;33.136;0.0000;0.1289;250.650
6/25/2023;20;73.332;902.754;3.015.458;215.690;217.297;145.969;105.864;496.192;500.663;38.000;12.333;0.6787;16.234;12.400;22.975;0.0000;0.0006;250.922
6/25/2023;21;0.1290;996.571;3.117.973;204.780;205.378;141.814;104.959;527.662;536.033;-10.000;-10.000;0.4734;0.7179;0.9067;11.416;0.0000;0.0000;251.128
6/25/2023;22;-0.1078;1.074.204;3.234.927;194.227;196.432;138.216;105.138;563.863;571.662;-10.000;-10.000;0.7839;19.588;13.750;24.773;0.0000;0.0000;251.325
6/25/2023;23;-0.0268;1.131.574;3.368.275;181.547;180.190;133.757;105.182;610.330;633.127;-10.000;-10.000;10.172;20.419;14.300;25.995;0.0000;0.0000;251.560
6/26/2023;0;-0.0033;1.162.999;3.515.633;171.487;169.235;129.113;103.330;642.035;667.712;-10.000;-10.000;14.007;23.516;18.875;27.668;0.0000;0.0000;251.748
6/26/2023;1;-0.0764;1.164.559;249.007;161.447;161.152;123.283;99.384;666.417;681.618;-10.000;-10.000;16.182;26.951;21.792;32.814;0.0000;0.0000;251.817
6/26/2023;2;-0.1007;1.136.041;217.431;154.615;155.128;117.577;93.632;669.825;679.433;-10.000;-10.000;16.142;26.946;20.958;32.364;0.0000;0.0000;251.888
6/26/2023;3;-0.1199;1.081.060;352.411;153.063;154.332;112.417;85.075;638.555;643.642;-10.000;-10.000;15.467;23.250;21.750;29.726;0.0000;0.0000;251.900
6/26/2023;4;-0.0612;1.005.222;471.006;144.643;144.888;102.287;71.757;615.687;626.585;-10.000;-10.000;17.585;31.750;24.417;38.733;0.0000;0.0000;251.900
6/26/2023;5;87.320;912.831;574.840;141.812;140.740;93.199;55.526;560.605;578.555;-0.8833;-0.9000;23.509;36.471;31.333;45.102;0.0000;0.0910;252.025
6/26/2023;6;1.247.383;811.404;667.830;140.248;142.618;91.563;53.371;557.885;555.978;64.833;44.667;15.289;23.648;20.375;27.862;0.0000;0.3219;251.997
6/26/2023;7;3.210.317;703.008;754.846;162.535;173.330;113.462;79.933;580.653;538.742;100.000;57.500;0.3823;0.4551;0.8450;11.146;0.0000;0.2302;250.787
6/26/2023;8;5.245.883;589.892;841.734;185.603;198.295;133.281;101.707;582.090;533.388;125.000;76.667;0.9686;14.712;18.550;22.844;0.0000;0.2073;250.022
6/26/2023;9;7.087.317;474.945;936.849;207.665;217.607;144.801;108.834;531.618;484.928;156.667;89.333;10.130;13.612;18.725;22.393;0.0000;0.1881;253.515
6/26/2023;10;8.601.283;361.610;1.055.683;223.202;224.178;157.841;123.128;531.602;510.930;111.333;57.833;10.983;22.515;19.800;31.142;0.0000;0.1688;254.317
6/26/2023;11;9.654.167;256.941;1.234.424;237.983;238.443;164.538;126.747;498.087;476.142;78.596;41.228;13.631;25.096;24.375;34.101;0.0000;0.1545;254.473
6/26/2023;12;10.158.500;181.408;1.552.418;256.677;257.770;166.652;119.787;425.610;406.268;182.167;78.500;14.326;28.248;25.125;37.832;0.0000;0.1461;254.700
6/26/2023;13;10.158.000;176.909;2.003.588;271.083;271.055;165.579;108.553;363.840;341.078;201.000;81.833;23.417;43.777;35.792;55.202;0.0000;0.1452;254.722
6/26/2023;14;9.502.167;247.155;2.340.571;267.908;267.533;174.969;128.872;422.762;412.835;154.333;71.667;24.711;56.701;39.167;70.322;0.0000;0.1501;254.563
6/26/2023;15;8.449.667;350.144;2.529.324;271.348;268.162;177.039;130.751;419.097;419.513;153.000;68.000;19.267;48.969;32.625;60.992;0.0000;0.1612;254.553
6/26/2023;16;6.384.833;463.030;2.652.128;276.608;274.370;177.039;127.843;398.725;401.903;368.000;213.500;13.781;46.811;26.208;57.454;0.0000;0.1754;254.512
6/26/2023;17;4.424.033;578.014;2.748.784;274.520;271.790;174.411;124.182;394.027;398.935;738.667;643.667;11.593;46.988;23.458;56.811;0.0000;0.1794;254.362
6/26/2023;18;2.913.883;691.471;2.836.060;274.393;273.940;168.687;113.109;366.847;368.975;578.167;454.667;0.8561;37.247;18.742;45.488;0.0000;0.1840;254.338
6/26/2023;19;1.293.207;800.553;2.922.756;264.335;265.070;162.145;106.360;371.815;371.883;138.167;78.833;0.3850;31.560;10.908;37.704;0.0000;0.1801;254.275
6/26/2023;20;78.301;902.655;3.014.876;241.395;239.025;151.327;99.710;407.535;426.875;35.167;11.000;21.437;39.703;27.750;44.780;0.0000;0.0000;250.972
6/26/2023;21;0.0390;996.541;3.117.372;225.790;224.427;147.608;102.690;456.763;472.068;-10.000;-10.000;21.659;50.247;29.417;55.846;0.0000;0.0000;250.690
6/26/2023;22;-0.1293;1.074.266;3.234.308;217.333;216.693;142.335;98.017;465.933;477.988;-10.000;-10.000;28.446;53.478;37.208;60.220;0.0000;0.0000;250.972
6/26/2023;23;-0.0433;1.131.747;3.367.656;212.767;213.108;135.247;87.030;445.047;452.902;-10.000;-10.000;24.621;46.215;32.917;54.688;0.0000;0.0000;251.072
6/27/2023;0;-0.1444;1.163.291;3.515.053;206.685;207.573;130.117;80.859;443.095;449.093;-10.000;-10.000;20.732;29.928;27.792;37.060;0.0000;0.0000;251.237
6/27/2023;1;-0.1272;1.164.961;248.513;203.387;204.642;117.853;56.988;383.738;386.705;-10.000;-10.000;21.442;29.848;27.917;36.481;0.0000;0.0000;251.260
6/27/2023;2;-0.1809;1.136.531;217.054;198.607;198.670;109.771;42.244;356.640;366.065;-10.000;-10.000;28.179;55.131;37.958;63.501;0.0000;0.0000;251.432
6/27/2023;3;0.0560;1.081.609;352.153;190.097;188.883;103.583;35.260;358.058;371.302;-10.000;-10.000;23.480;45.581;32.608;53.915;0.0000;0.0000;251.590
6/27/2023;4;-0.1923;1.005.804;470.848;183.663;184.938;95.921;21.866;340.660;343.630;-10.000;-10.000;0.8621;16.718;13.617;21.813;0.0000;0.0000;251.560
6/27/2023;5;28.076;913.410;574.760;212.592;217.035;101.125;0.4459;250.707;247.843;-0.8167;-0.9000;28.510;59.664;42.083;79.138;0.0000;0.0067;251.102
6/27/2023;6;1.065.088;812.003;667.809;216.530;221.243;107.790;19.115;271.168;265.223;169.667;74.000;25.036;54.962;36.500;71.415;0.0000;0.2561;250.637
6/27/2023;7;2.952.233;703.614;754.870;227.355;232.305;117.669;34.557;283.120;270.065;180.500;92.667;20.763;60.565;34.125;78.497;0.0000;0.2286;251.532
6/27/2023;8;4.930.150;590.499;841.791;247.413;248.097;134.247;57.702;295.148;286.505;203.500;102.667;16.978;48.473;29.792;63.502;0.0000;0.2013;254.467
6/27/2023;9;6.807.050;475.554;936.921;261.310;261.965;142.931;67.151;290.400;281.250;218.333;103.000;28.340;71.452;45.792;92.644;0.0000;0.1854;254.718
6/27/2023;10;8.321.317;362.221;1.055.722;279.827;280.468;148.119;64.565;256.083;245.617;455.000;312.667;28.133;70.172;46.750;93.357;0.0000;0.1696;254.982
6/27/2023;11;6.052.167;257.548;1.234.240;293.797;295.933;139.548;28.214;185.423;175.058;653.167;570.500;19.209;45.123;31.583;61.765;0.0000;0.1565;254.952
6/27/2023;12;5.331.767;181.931;1.551.405;302.233;302.660;130.411;-0.9617;132.003;133.148;810.667;743.500;29.056;52.618;41.750;68.003;0.0000;0.1638;254.935
6/27/2023;13;3.156.267;177.142;2.001.744;295.453;299.282;140.446;26.156;186.418;175.217;838.667;785.167;17.504;30.820;25.458;39.634;0.0000;0.1633;254.842
6/27/2023;14;4.026.083;247.125;2.339.081;279.082;287.285;156.016;83.532;293.005;260.008;865.500;814.167;23.315;40.309;31.833;49.219;0.0000;0.1701;254.682
6/27/2023;15;3.053.083;350.002;2.528.264;280.767;285.493;154.657;79.229;281.382;268.550;905.000;858.333;15.289;35.484;23.608;43.751;0.0000;0.1693;254.597
6/27/2023;16;3.114.633;462.855;2.651.299;280.825;289.428;157.557;85.735;294.290;262.822;861.167;770.333;12.000;26.890;18.300;32.042;0.0000;0.1648;254.697
6/27/2023;17;4.496.400;577.840;2.748.074;299.385;309.545;161.253;80.468;255.380;230.407;551.167;406.667;0.8993;16.130;14.358;22.718;0.0000;0.1907;255.258
6/27/2023;18;2.988.422;691.320;2.835.410;291.808;302.773;153.381;67.753;244.090;216.362;249.500;133.000;0.8860;18.182;14.167;24.322;0.0000;0.1850;255.040
6/27/2023;19;1.245.050;800.444;2.922.129;279.350;287.337;144.224;55.290;240.968;235.778;133.500;68.500;0.8957;18.339;14.208;24.322;0.0000;0.1842;254.547
6/27/2023;20;116.677;902.606;3.014.249;256.007;257.492;136.833;56.783;280.838;293.533;0.7167;0.0333;11.398;26.711;17.033;32.364;0.0000;0.0013;253.682
6/27/2023;21;-0.1676;996.567;3.116.734;232.917;232.067;123.687;44.551;295.308;304.295;-10.000;-10.000;19.989;43.433;26.525;49.155;0.0000;0.0000;250.530
6/27/2023;22;-0.0245;1.074.391;3.233.659;227.818;227.637;109.341;10.899;239.118;246.293;-10.000;-10.000;21.857;42.898;29.875;48.833;0.0000;0.0000;250.705
6/27/2023;23;0.0080;1.131.985;3.367.019;221.010;222.415;95.106;-23.482;189.340;192.530;-10.000;-10.000;26.750;43.708;36.275;53.208;0.0000;0.0000;250.907
6/28/2023;0;0.1375;1.163.650;3.514.471;200.113;200.727;89.617;-14.903;234.373;241.778;-10.000;-10.000;20.458;43.758;29.875;52.629;0.0000;0.0000;251.368
6/28/2023;1;-0.0933;1.165.431;248.035;191.900;193.303;132.611;95.566;542.255;550.408;-10.000;-10.000;18.556;61.483;30.375;74.569;0.0000;0.0000;251.527
6/28/2023;2;-0.0132;1.137.083;216.707;180.442;180.030;139.446;116.024;660.933;677.425;-10.000;-10.000;15.234;42.583;24.925;52.371;0.0000;0.0000;251.715
6/28/2023;3;-0.0919;1.082.214;351.935;164.345;163.238;93.394;34.331;421.978;432.007;-10.000;-10.000;18.006;37.600;24.000;42.657;0.0000;0.0000;251.843
6/28/2023;4;-0.1263;1.006.436;470.738;169.283;168.370;119.121;85.576;581.592;599.802;-10.000;-10.000;10.899;24.309;16.133;28.826;0.0000;0.0000;251.695
6/28/2023;5;51.321;914.115;574.733;162.363;161.622;113.913;81.166;585.900;600.385;-0.6333;-0.7167;13.997;28.489;19.125;32.621;0.0000;0.0312;251.745
